name,affiliation,homepage,scholarid
Somak Aditya,IIT Kharagpur,https://adityasomak.github.io,2shiHpwAAAAJ
Somanath Tripathy,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-somanath-tripathy.html,sYHVfuEAAAAJ
Somenath Biswas,IIT Kanpur,http://www.iitk.ac.in/new/dr-somenath-biswas,remwKicAAAAJ
Somindu C. Ramanna,IIT Kharagpur,https://cse.iitkgp.ac.in/~somindu,NOSCHOLARPAGE
Somnath Dey,IIT Indore,http://www.iiti.ac.in/~somnathd,rjzlx8wAAAAJ
Sorav Bansal,IIT Delhi,http://www.cse.iitd.ernet.in/~sbansal,TqGZtpoAAAAJ
Sougata Sen,BITS Pilani-Goa,http://www.sougata-sen.com,IEy_zGEAAAAJ
Soumen Chakrabarti,IIT Bombay,https://www.cse.iitb.ac.in/~soumen,LfF2zfQAAAAJ
Soumya K. Ghosh,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~skg,wTtdGd4AAAAJ
Soumya K. Ghosh 0001,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~skg,wTtdGd4AAAAJ
Soumya Kanti Ghosh 0001,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~skg,wTtdGd4AAAAJ
Soumyajit Dey,IIT Kharagpur,http://cse.iitkgp.ac.in/~soumya,XJI3nYIAAAAJ
Sourangshu Bhattacharya,IIT Kharagpur,http://cse.iitkgp.ac.in/~sourangshu,IixRsP0AAAAJ
Sourav Chakraborty 0001,ISI Kolkata,https://www.isical.ac.in/~sourav,rXKZblQAAAAJ
Sourav Kumar Dandapat,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1608-dr-sourav-kumar-dandapat.html,NOSCHOLARPAGE
Sourish Dasgupta,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,dK0_8CcAAAAJ
Spandan Roy,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/Spandan,tUKoUgMAAAAJ
Sravan Danda,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/dandas/profile,5kSGWFoAAAAJ
Sridhar Iyer,IIT Bombay,http://www.it.iitb.ac.in/~sri,I7pOhHsAAAAJ
Srikant Srinivasan,IIT Mandi,http://faculty.iitmandi.ac.in/~srikant_srinivasan,NOSCHOLARPAGE
Srikanta Bedathur,IIT Delhi,http://www.cse.iitd.ac.in/~bedathur,e7Qs3JgAAAAJ
Srikanta J. Bedathur,IIT Delhi,http://www.cse.iitd.ac.in/~bedathur,e7Qs3JgAAAAJ
Srikanth T. K,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=TKSrikanth,IFuQJy0AAAAJ
Srimanta Pal,ISI Kolkata,https://www.isical.ac.in/srimanta-pal,NOSCHOLARPAGE
Srinath R. Naidu,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SrinathRNaidu,eJOK4wwAAAAJ
Srinath Srinivasa,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SrinathSrinivasa,PckUVJsAAAAJ
Sriparna Saha 0001,IIT Patna,http://www.iitp.ac.in/~sriparna,Fj7jA_AAAAAJ
Sriram G. Sanjeevi,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16347,i7-EcoQAAAAJ
Sriram Kailasam,IIT Mandi,http://faculty.iitmandi.ac.in/~sriramk,xLWew1gAAAAJ
Subashish Datta,IIT Mandi,https://www.facebook.com/subashish.datta,dyRc_BIAAAAJ
Subhabrata Samajder,IIIT Delhi,https://www.iiitd.ac.in/subhabrata,FoJNBQYAAAAJ
Subhadip Basu,Jadavpur University,http://jaduniv.edu.in/profile.php?uid=683,IfMtyuYAAAAJ
Subhajit Roy 0001,IIT Kanpur,http://www.cse.iitk.ac.in/users/subhajit,FIiF03AAAAAJ
Subhajit Sen,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SubajitSen,uPa54XcAAAAJ
Subhamoy Maitra,ISI Kolkata,https://www.isical.ac.in/~subho,PEDk2XQAAAAJ
Subhankar Mishra,NISER,https://www.niser.ac.in/~smishra,FICz_ukAAAAJ
Subhas C. Nandy,ISI Kolkata,https://www.isical.ac.in/~nandysc,8v3wjowAAAAJ
Subhashis Banerjee,IIT Delhi,http://www.cse.iitd.ernet.in/~suban,UU9KftAAAAAJ
Subhasis Bhattacharjee,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~subhasisbhattacharjee,1ADbjlUAAAAJ
Subodh Kumar 0001,IIT Delhi,http://www.cse.iitd.ac.in/~subodh,NOSCHOLARPAGE
Subodh Sharma 0001,IIT Delhi,http://www.cse.iitd.ernet.in/~svs,BXmyJ6QAAAAJ
Subodh Vishnu Sharma,IIT Delhi,http://www.cse.iitd.ernet.in/~svs,BXmyJ6QAAAAJ
Subrahmanyam Kalyanasundaram,IIT Hyderabad,https://www.iith.ac.in/~subruk,NOSCHOLARPAGE
Subrahmanyam Kambhampati Venkata,CMI,http://www.cmi.ac.in/~kv,pxVeS_IAAAAJ
Subramanian Ramanathan,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/s.ramanathan,mUvcmRsAAAAJ
Suchetana Chakraborty,IIT Jodhpur,http://home.iitj.ac.in/~suchetana,sLnKodYAAAAJ
Sudakshina Dutta,IIT Goa,https://www.iitgoa.ac.in/~sudakshina,sijfhHoAAAAJ
Sudarshan Iyengar,IIT Ropar,http://sudarshaniyengar.com,NOSCHOLARPAGE
Sudebkumar Prasant Pal,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~spp,NOSCHOLARPAGE
Sudeept Mohan,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/sudeeptm/profile,PlSyV6AAAAAJ
Sudeshna Kolay,IIT Kharagpur,https://cse.iitkgp.ac.in/~skolay,TIz3qpUAAAAJ
Sudeshna Sarkar,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~sudeshna,AwP_bbsAAAAJ
Sudip Kumar Naskar,Jadavpur University,https://sites.google.com/site/sudipnaskar,RMJLRiIAAAAJ
Sudip Mishra,IIT Kharagpur,http://cse.iitkgp.ac.in/~smisra,h33l-A8AAAAJ
Sudip Roy 0001,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Sudip_Roy.html,UBfH3WQAAAAJ
Sudipta Saha,IIT Bhubaneswar,http://www.iitbbs.ac.in/old/profile.php/sudipta,UyHoypnIjMYC
Suganya Devi K,National Institute of Technology Silchar,http://cs.nits.ac.in/suganya,AdtGcxoAAAAJ
Sugata Gangopadhyay,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Gangopadhyay_Sugata.html,J7_k8JEAAAAJ
Sujata Pal,IIT Ropar,http://www.iitrpr.ac.in/cse/sujata,9gcmeKwAAAAJ
Sujay Deb,IIIT Delhi,https://www.iiitd.ac.in/sdeb,e3z7tT0AAAAJ
Sujit Chakrabarti,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SujitKumarChakrabarti,NOSCHOLARPAGE
Sujit Das,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16932,kTriBqkAAAAJ
Sujit Gujar,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/sujit.g,9yxKajsAAAAJ
Sujit Kumar Chakrabarti,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SujitKumarChakrabarti,NOSCHOLARPAGE
Sujith Thomas,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/sujitht/profile,rGAO0sUAAAAJ
Sujoy Ghose,IIT Kharagpur,http://www.myopencourses.com/profile/prof-sujoy-ghosh,swQD_vgAAAAJ
Sukhendu Das,IIT Madras,http://www.cse.iitm.ac.in/~sdas,nqDmEHUAAAAJ
Sukomal Pal,IIT (BHU) Varanasi,http://www.iitbhu.ac.in/cse/index.php/people/faculty/40.html,Tn9_Ma4AAAAJ
Sukumar Nandi,IIT Guwahati,https://www.iitg.ernet.in/sukumar,ChtruacAAAAJ
Suman Banerjee 0002,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~sumanbanerjee,mUpLGpsAAAAJ
Suman K. Mitra,DAIICT,http://faculty.daiict.ac.in/suman-mitra,9SLisUQAAAAJ
Suman Kumar Maji,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1450-dr-suman-kumar-maji.html,bB2_Ug8AAAAJ
Suman Kundu,IIT Jodhpur,https://sumankundu.info,2h2t9cEAAAAJ
Sumana Ghosh,ISI Kolkata,https://mail.isical.ac.in/~sumana,vbvWDFUAAAAJ
Sumit Ganguly,IIT Kanpur,http://www.cse.iitk.ac.in/users/sganguly,NOSCHOLARPAGE
Sumit K. Mandal,IISc Bangalore,https://www.csa.iisc.ac.in/~skmandal,JBTEirYAAAAJ
Sumit K. Pandey,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~sumitkpandey,NOSCHOLARPAGE
Sumit Kalra,IIT Jodhpur,http://home.iitj.ac.in/~sumitk,Uqmo9kIAAAAJ
Sundar Balasubramaniam,BITS Pilani,http://www.bits-pilani.ac.in/pilani/sundarb/profile,2E9w-LgAAAAJ
Sundar Vishwanathan,IIT Bombay,https://www.cse.iitb.ac.in/~sundar,8CK3IY4AAAAJ
Sundaresan Raman,BITS Pilani,http://www.bits-pilani.ac.in/pilani/sundaresanraman/profile,NOSCHOLARPAGE
Sunil Easaw Simon,IIT Kanpur,http://www.cse.iitk.ac.in/users/simon,NOSCHOLARPAGE
Sunil Simon,IIT Kanpur,http://www.cse.iitk.ac.in/users/simon,NOSCHOLARPAGE
Sunita Sarawagi,IIT Bombay,https://www.cse.iitb.ac.in/~sunita,Hg4HmTAAAAAJ
Supratik Chakraborty,IIT Bombay,https://www.cse.iitb.ac.in/~supratik,LwG4hd8AAAAJ
Supratim Biswas,IIT Bombay,https://www.cse.iitb.ac.in/~sb,e4CGuD4AAAAJ
Surampudi Bapi Raju,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/rajubapi,bbSYyiAAAAAJ
Surender Baswana,IIT Kanpur,http://www.cse.iitk.ac.in/users/sbaswana,U42j5MkAAAAJ
Suresh Purini,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/psuresh,m8_F5SoAAAAJ
Surjya Ghosh,BITS Pilani-Goa,https://surjya-ghosh.github.io,jwQqy80AAAAJ
Surya Narayana Raju Undi,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16337,DjJx3sEAAAAJ
Surya Prakash 0001,IIT Indore,http://www.iiti.ac.in/~surya,6_PF2KEAAAAJ
Suryakanth V. Gangashetty,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/svg,U1ofnDgAAAAJ
Sushanta Karmakar,IIT Guwahati,https://www.iitg.ernet.in/sushantak,OsTpMV8AAAAJ
Sushmita Mitra,ISI Kolkata,https://www.isical.ac.in/~sushmita,PrUB1fAAAAAJ
Susmita Ghosh,Jadavpur University,http://jaduniv.edu.in/profile.php?uid=656,tOhcAisAAAAJ
Susmita Sur-Kolay,ISI Kolkata,https://www.isical.ac.in/~ssk,KjdkL_8AAAAJ
Sutanu Chakraborti,IIT Madras,http://www.cse.iitm.ac.in/~sutanuc,HYCDDuoAAAAJ
Suyash P. Awate,IIT Bombay,https://www.cse.iitb.ac.in/~suyash,xVs3dPgAAAAJ
Swagatam Das,ISI Kolkata,https://www.isical.ac.in/~swagatam.das,L8XYpAwAAAAJ
Swagato Sanyal,IIT Kharagpur,https://cse.iitkgp.ac.in/~swagato,NOSCHOLARPAGE
Swaprava Nath,IIT Bombay,https://www.cse.iitb.ac.in/~swaprava,NOSCHOLARPAGE
Swaroop Joshi,BITS Pilani-Goa,https://swaroopjoshi.in,iibndPYAAAAJ
Swati Agarwal 0001,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/swatia/profile,-zk-xD0AAAAJ
Syamantak Das,IIIT Delhi,http://faculty.iiitd.ac.in/~syamantak,7nBU-20AAAAJ
Syed Azeemuddin,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/azeemuddin,6FjRZ_MAAAAJ
T. K. Srikanth,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=TKSrikanth,IFuQJy0AAAAJ
T. Ramakrishnudu,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16344,oscHBicAAAAJ
T. V. Prabhakar,IIT Kanpur,http://www.cse.iitk.ac.in/users/tvp,vWvglUgAAAAJ
T. Venkatesh,IIT Guwahati,http://www.iitg.ernet.in/t.venkat,yxogbeoAAAAJ
Tamma Bheemarjuna Reddy,IIT Hyderabad,http://www.iith.ac.in/~tbr,FYHCD2kAAAAJ
Tanima Dutta,IIT (BHU) Varanasi,http://www.iitbhu.ac.in/cse/index.php/people/faculty.html,ofERjawAAAAJ
Tanmay T. Verlekar,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/tanmayv/profile,CFkxQ6cAAAAJ
Tanmay Tulsidas Verlekar,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/tanmayv/profile,CFkxQ6cAAAAJ
Telikepalli Kavitha,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~kavitha,NOSCHOLARPAGE
Thoudam Doren Singh,National Institute of Technology Silchar,http://cs.nits.ac.in/doren,2HwvOqkAAAAJ
Timothy A. Gonsalves,IIT Mandi,http://www.cse.iitm.ac.in/~tag,NOSCHOLARPAGE
Tricha Anjali,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=TrichaAnjali,Xxqp1TUAAAAJ
Tushar Jain,IIT Mandi,http://faculty.iitmandi.ac.in/~tushar,RPol2lkAAAAJ
U. Pal 0001,ISI Kolkata,https://www.isical.ac.in/~umapada,2_z_CogAAAAJ
U. Ramakrishna,IIT Hyderabad,http://www.iith.ac.in/~ramakrishna,3qZCtWYAAAAJ
U. Ramakrishna 0001,IIT Hyderabad,http://www.iith.ac.in/~ramakrishna,3qZCtWYAAAAJ
U. S. N. Raju,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16337,DjJx3sEAAAAJ
Ubaidulla Pandarakkottilil,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/pubaidulla,JpIWSI4AAAAJ
Uday Bondhugula,IISc Bangalore,http://www.csa.iisc.ac.in/~uday,cwo0elIAAAAJ
Uday P. Khedker,IIT Bombay,https://www.cse.iitb.ac.in/~uday,mMX9vxkAAAAJ
Ujjwal Bhattacharya,ISI Kolkata,https://www.isical.ac.in/~ujjwal,Sv_ONBAAAAAJ
Ujjwal Maulik,Jadavpur University,https://sites.google.com/site/drujjwalmaulik,CW6heYUAAAAJ
Ujwala Baruah,National Institute of Technology Silchar,http://cs.nits.ac.in/ujwala,BD2ObywAAAAJ
Umang Bhaskar,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~umang,NOSCHOLARPAGE
Umapada Pal 0001,ISI Kolkata,https://www.isical.ac.in/~umapada,2_z_CogAAAAJ
Umesh Bellur,IIT Bombay,https://www.cse.iitb.ac.in/~umesh,WnjGMjIAAAAJ
Utpal Garain,ISI Kolkata,https://www.isical.ac.in/~utpal,4Jlqf30AAAAJ
V. Kamakoti 0001,IIT Madras,http://rise.cse.iitm.ac.in/people/faculty/kama/kama.html,n_Ck-8UAAAAJ
V. Krishna Nandivada,IIT Madras,http://www.cse.iitm.ac.in/~krishna,kbgu7ccAAAAJ
V. N. Muralidhara,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=VNMuralidhara,qYHo_C4AAAAJ
V. Ramasubramanian,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=VRamasubramanian,Eb87kPkAAAAJ
V. Sridhar,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=VSridhar,NOSCHOLARPAGE
V. Susheela Devi,IISc Bangalore,http://www.csa.iisc.ac.in/~susheela,NOSCHOLARPAGE
V. Vijaya Saradhi,IIT Guwahati,https://www.iitg.ernet.in/saradhi,1DpQo5AAAAAJ
Vandana Agarwal,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/vandana/profile,NOSCHOLARPAGE
Varsha Apte,IIT Bombay,https://www.cse.iitb.ac.in/~varsha,g2oLiH4AAAAJ
Varun Dutt,IIT Mandi,https://faculty.iitmandi.ac.in/~varun,jly9u8AAAAAJ
Vaskar Raychoudhury,IIT Roorkee,http://faculty.iitr.ac.in/~vaskafec,Jzs-63AAAAAJ
Vasudeva Varma,IIIT Hyderabad,https://www.iiit.ac.in/~vv/Home.html,9OFvbfcAAAAJ
Veezhinathan Kamakoti,IIT Madras,http://rise.cse.iitm.ac.in/people/faculty/kama/kama.html,n_Ck-8UAAAAJ
Venkata Ramana Badarla,IIT Jodhpur,http://home.iitj.ac.in/~ramana,r8QoCG4AAAAJ
Venkata Subba Reddy Palagiri,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16338,LSGPBhoAAAAJ
Venkataramana Badarla,IIT Jodhpur,http://home.iitj.ac.in/~ramana,r8QoCG4AAAAJ
Venkatesh Choppella,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/choppell,fGj4T74AAAAJ
Venkatesh Raman 0001,IMSc,http://www.imsc.res.in/~vraman,NOSCHOLARPAGE
Venkateswara Rao Kagita,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17029,aso5fJ0AAAAJ
Vijay Natarajan,IISc Bangalore,http://www.csa.iisc.ac.in/~vijayn,yePyztMAAAAJ
Vikram Goyal,IIIT Delhi,https://www.iiitd.ac.in/vikram,YJaVmSwAAAAJ
Vikram Pudi,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/vikram,jH79pJkAAAAJ
Vikram Sharma 0001,IMSc,https://www.imsc.res.in/~vikram,NOSCHOLARPAGE
Vikraman Arvind,IMSc,http://www.imsc.res.in/~arvind,NOSCHOLARPAGE
Vimal Raj Sharma,IIT Jodhpur,http://home.iitj.ac.in/~vimalraj,dAwB6_UAAAAJ
Vimalraj Sharma,IIT Jodhpur,http://home.iitj.ac.in/~vimalraj,dAwB6_UAAAAJ
Vinay J. Ribeiro,IIT Bombay,https://www.cse.iitb.ac.in/~vinayr,XxeF6MkAAAAJ
Vinay Joseph Ribeiro,IIT Bombay,https://www.cse.iitb.ac.in/~vinayr,XxeF6MkAAAAJ
Vinay Namboodiri,IIT Kanpur,http://www.cse.iitk.ac.in/users/vinaypn,JyHi9OoAAAAJ
Vinayak Abrol,IIIT Delhi,https://www.iiitd.ac.in/vabrol,13e0zscAAAAJ
Vinayak Naik,BITS Pilani-Goa,https://www.vinayaknaik.info,HF7IPeQAAAAJ
Vinayak S. Naik,BITS Pilani-Goa,https://www.vinayaknaik.info,HF7IPeQAAAAJ
Vineet Gandhi,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/vgandhi,PVlBz8oAAAAJ
Vineeth Balasubramanian,IIT Hyderabad,http://www.iith.ac.in/~vineethnb,7soDcboAAAAJ
Vineeth N. Balasubramanian,IIT Hyderabad,http://www.iith.ac.in/~vineethnb,7soDcboAAAAJ
Vineeth Nallure Balasubramanian,IIT Hyderabad,http://www.iith.ac.in/~vineethnb,7soDcboAAAAJ
Vinit Jakhetiya,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~vinitjakhetiya,WAdMipMAAAAJ
Vinod Ganapathy,IISc Bangalore,http://www.csa.iisc.ac.in/~vg,wrzZzwYAAAAJ
Vinod M. Prabhakaran,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~vinodmp,NOSCHOLARPAGE
Vinti Agarwal,BITS Pilani,https://www.bits-pilani.ac.in/pilani/vintiagarwal/Profile,gCXVMHQAAAAJ
Virendra Singh,IIT Bombay,https://www.cse.iitb.ac.in/~viren,cmRwYjAAAAAJ
Virendra Singh Shekhawat,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/vsshekhawat/profile,NOSCHOLARPAGE
Vishal Garg,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/vishal,vyH26MIAAAAJ
Vivek Kumar 0001,IIIT Delhi,https://www.iiitd.ac.in/vivekk,cRZsY44AAAAJ
Y. Narahari,IISc Bangalore,http://www.csa.iisc.ac.in/~hari,NOSCHOLARPAGE
Y. Raghu Reddy,IIIT Hyderabad,http://faculty.iiit.ac.in/~raghu.reddy,NOSCHOLARPAGE
Y.N. Srikant,IISc Bangalore,http://www.csa.iisc.ac.in/~srikant,NOSCHOLARPAGE
Yadati Narahari,IISc Bangalore,http://www.csa.iisc.ac.in/~hari,NOSCHOLARPAGE
Yamuna Prasad,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~yamunaprasad,k0I5a_YAAAAJ
Yash Vasavada,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,9KkhfBgAAAAJ
Yashaswi Verma,IIT Jodhpur,https://sites.google.com/view/yashaswiverma,xVdj0xUAAAAJ
Yashvardhan Sharma,BITS Pilani,http://www.bits-pilani.ac.in/pilani/yash/profile,xonk7AwAAAAJ
